,classification,atmosphere,obj_energy,obj_bandwidth,obj_latency,field_size,number_of_nodes,physical_topology,sampling_rate,best_technique
978,Detection,Air,0.2,0.2,0.8,City Block,10,Star,100,Heed
979,Detection,Air,0.2,0.8,0.2,City Block,10,Star,100,Heed
980,Detection,Air,0.8,0.2,0.2,City Block,10,Star,100,Heed
981,Detection,Air,0.2,0.2,0.8,City Block,10,Star,10,Heed
982,Detection,Air,0.2,0.2,0.8,City Block,10,Star,10,Heed
983,Detection,Air,0.2,0.2,0.8,City Block,10,Star,10,Heed
984,Detection,Air,0.2,0.2,0.8,City Block,10,Star,10,Heed
985,Detection,Air,0.2,0.2,0.8,City Block,100,Star,10,Heed
986,Detection,Air,0.2,0.8,0.2,City Block,100,Star,10,Heed
987,Detection,Air,0.8,0.2,0.2,City Block,100,Star,10,Heed
988,Detection,Air,0.2,0.2,0.8,City Block,100,Star,50,Heed
989,Detection,Air,0.2,0.8,0.2,City Block,100,Star,50,Heed
990,Detection,Air,0.8,0.2,0.2,City Block,100,Star,50,Heed
991,Detection,Air,0.2,0.2,0.8,City Block,100,Star,100,Heed
992,Detection,Air,0.2,0.8,0.2,City Block,100,Star,100,Heed
993,Detection,Air,0.8,0.2,0.2,City Block,100,Star,100,Heed
994,Detection,Air,0.2,0.2,0.8,City Block,100,Star,10,Heed
995,Detection,Air,0.2,0.2,0.8,City Block,100,Star,10,Heed
996,Detection,Air,0.2,0.2,0.8,City Block,100,Star,10,Heed
997,Detection,Air,0.2,0.2,0.8,City Block,100,Star,10,Heed
998,Detection,Air,0.2,0.2,0.8,City Block,1000,Star,10,DBST
999,Detection,Air,0.2,0.8,0.2,City Block,1000,Star,10,DBST
1000,Detection,Air,0.8,0.2,0.2,City Block,1000,Star,10,DBST
1001,Detection,Air,0.2,0.2,0.8,City Block,1000,Star,50,DBST
1002,Detection,Air,0.2,0.8,0.2,City Block,1000,Star,50,DBST
1003,Detection,Air,0.8,0.2,0.2,City Block,1000,Star,50,DBST
1004,Detection,Air,0.2,0.2,0.8,City Block,1000,Star,100,DBST
1005,Detection,Air,0.2,0.8,0.2,City Block,1000,Star,100,DBST
1006,Detection,Air,0.8,0.2,0.2,City Block,1000,Star,100,DBST
1007,Detection,Air,0.2,0.2,0.8,City Block,1000,Star,10,DBST
1008,Detection,Air,0.2,0.2,0.8,City Block,1000,Star,10,DBST
1009,Detection,Air,0.2,0.2,0.8,City Block,1000,Star,10,DBST
1010,Detection,Air,0.2,0.2,0.8,City Block,1000,Star,10,DBST
1011,Detection,Air,0.2,0.2,0.8,City,10,Star,10,DBST
1012,Detection,Air,0.2,0.8,0.2,City,10,Star,10,DBST
1013,Detection,Air,0.8,0.2,0.2,City,10,Star,10,DBST
1014,Detection,Air,0.2,0.2,0.8,City,10,Star,50,DBST
1015,Detection,Air,0.2,0.8,0.2,City,10,Star,50,DBST
1016,Detection,Air,0.8,0.2,0.2,City,10,Star,50,DBST
1017,Detection,Air,0.2,0.2,0.8,City,10,Star,100,DBST
1018,Detection,Air,0.2,0.8,0.2,City,10,Star,100,DBST
1019,Detection,Air,0.8,0.2,0.2,City,10,Star,100,DBST
1020,Detection,Air,0.2,0.2,0.8,City,10,Star,10,DBST
1021,Detection,Air,0.2,0.2,0.8,City,10,Star,10,DBST
1022,Detection,Air,0.2,0.2,0.8,City,10,Star,10,DBST
1023,Detection,Air,0.2,0.2,0.8,City,10,Star,10,DBST
1024,Detection,Overground,0.2,0.2,0.8,Room,10,Star,10,Leach
1025,Detection,Overground,0.2,0.8,0.2,Room,10,Star,10,Leach
1026,Detection,Overground,0.8,0.2,0.2,Room,10,Star,10,Leach
1027,Detection,Overground,0.2,0.2,0.8,Room,10,Star,50,Leach
1028,Detection,Overground,0.2,0.8,0.2,Room,10,Star,50,Leach
1029,Detection,Overground,0.8,0.2,0.2,Room,10,Star,50,Leach
1030,Detection,Overground,0.2,0.2,0.8,Room,10,Star,100,Leach
1031,Detection,Overground,0.2,0.8,0.2,Room,10,Star,100,Leach
1032,Detection,Overground,0.8,0.2,0.2,Room,10,Star,100,Leach
1033,Detection,Overground,0.2,0.2,0.8,Room,10,Star,10,Leach
1034,Detection,Overground,0.2,0.2,0.8,Room,10,Star,10,Leach
1035,Detection,Overground,0.2,0.2,0.8,Room,10,Star,10,Leach
1036,Detection,Overground,0.2,0.2,0.8,Room,10,Star,10,Leach
1037,Detection,Overground,0.2,0.2,0.8,Room,100,Mesh,10,Directed Diffusion
1038,Detection,Overground,0.2,0.2,0.8,Room,100,Mesh,50,Directed Diffusion
1039,Detection,Overground,0.2,0.2,0.8,Room,100,Mesh,100,Directed Diffusion
1040,Detection,Overground,0.2,0.2,0.8,Room,100,Mesh,10,Directed Diffusion
1041,Detection,Overground,0.2,0.2,0.8,Room,100,Mesh,10,Directed Diffusion
1042,Detection,Overground,0.2,0.2,0.8,Room,100,Mesh,10,Directed Diffusion
1043,Detection,Overground,0.2,0.2,0.8,Room,1000,Mesh,10,Directed Diffusion
1044,Detection,Overground,0.8,0.2,0.2,Room,1000,Star,10,Heed
1045,Detection,Overground,0.2,0.2,0.8,Room,1000,Mesh,50,Directed Diffusion
1046,Detection,Overground,0.8,0.2,0.2,Room,1000,Star,50,Heed
1047,Detection,Overground,0.2,0.2,0.8,Room,1000,Mesh,100,Directed Diffusion
1048,Detection,Overground,0.8,0.2,0.2,Room,1000,Star,100,Heed
1049,Detection,Overground,0.2,0.2,0.8,Room,1000,Mesh,10,Directed Diffusion
1050,Detection,Overground,0.8,0.2,0.2,Room,1000,Star,10,Heed
1051,Detection,Overground,0.2,0.2,0.8,Room,1000,Mesh,50,Directed Diffusion
1052,Detection,Overground,0.8,0.2,0.2,Room,1000,Star,50,Heed
1053,Detection,Overground,0.2,0.2,0.8,Room,1000,Mesh,100,Directed Diffusion
1054,Detection,Overground,0.8,0.2,0.2,Room,1000,Star,100,Heed
1055,Detection,Overground,0.2,0.2,0.8,Room,1000,Mesh,10,Directed Diffusion
1056,Detection,Overground,0.8,0.2,0.2,Room,1000,Star,10,Heed
1057,Detection,Overground,0.2,0.2,0.8,Room,1000,Mesh,50,Directed Diffusion
1058,Detection,Overground,0.8,0.2,0.2,Room,1000,Star,50,Heed
1059,Detection,Overground,0.2,0.2,0.8,Room,1000,Mesh,100,Directed Diffusion
1060,Detection,Overground,0.8,0.2,0.2,Room,1000,Star,100,Heed
1061,Detection,Overground,0.8,0.2,0.2,Room,1000,Star,10,Heed
1062,Detection,Overground,0.2,0.2,0.8,Room,1000,Mesh,50,Directed Diffusion
1063,Detection,Overground,0.8,0.2,0.2,Room,1000,Star,50,Heed
1064,Detection,Overground,0.2,0.2,0.8,Room,1000,Mesh,100,Directed Diffusion
1065,Detection,Overground,0.8,0.2,0.2,Room,1000,Star,100,Heed
1066,Detection,Overground,0.2,0.2,0.8,Room,1000,Mesh,10,Directed Diffusion
1067,Detection,Overground,0.8,0.2,0.2,Room,1000,Star,10,Heed
1068,Detection,Overground,0.2,0.2,0.8,Room,1000,Mesh,50,Directed Diffusion
1069,Detection,Overground,0.8,0.2,0.2,Room,1000,Star,50,Heed
1070,Detection,Overground,0.2,0.2,0.8,Room,1000,Mesh,100,Directed Diffusion
1071,Detection,Overground,0.8,0.2,0.2,Room,1000,Star,100,Heed
1072,Detection,Overground,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
1073,Detection,Overground,0.2,0.8,0.2,Apartment Complex,10,Star,10,Heed
1074,Detection,Overground,0.8,0.2,0.2,Apartment Complex,10,Star,10,Heed
1075,Detection,Overground,0.2,0.2,0.8,Apartment Complex,10,Star,50,Heed
1076,Detection,Overground,0.2,0.8,0.2,Apartment Complex,10,Star,50,Heed
1077,Detection,Overground,0.8,0.2,0.2,Apartment Complex,10,Star,50,Heed
1078,Detection,Overground,0.2,0.2,0.8,Apartment Complex,10,Star,100,Heed
1079,Detection,Overground,0.2,0.8,0.2,Apartment Complex,10,Star,100,Heed
1080,Detection,Overground,0.8,0.2,0.2,Apartment Complex,10,Star,100,Heed
1081,Detection,Overground,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
1082,Detection,Overground,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
1083,Detection,Overground,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
1084,Detection,Overground,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
1085,Detection,Overground,0.2,0.2,0.8,Apartment Complex,100,Mesh,10,Directed Diffusion
1086,Detection,Overground,0.2,0.8,0.2,Apartment Complex,100,Star,10,Heed
1087,Detection,Overground,0.8,0.2,0.2,Apartment Complex,100,Star,10,Heed
1088,Detection,Overground,0.2,0.2,0.8,Apartment Complex,100,Mesh,50,Directed Diffusion
1089,Detection,Overground,0.2,0.8,0.2,Apartment Complex,100,Star,50,Heed
1090,Detection,Overground,0.8,0.2,0.2,Apartment Complex,100,Star,50,Heed
1091,Detection,Overground,0.2,0.2,0.8,Apartment Complex,100,Mesh,100,Directed Diffusion
1092,Detection,Overground,0.2,0.8,0.2,Apartment Complex,100,Star,100,Heed
1093,Detection,Overground,0.8,0.2,0.2,Apartment Complex,100,Star,100,Heed
1094,Detection,Overground,0.2,0.2,0.8,Apartment Complex,100,Mesh,10,Directed Diffusion
1095,Detection,Overground,0.2,0.8,0.2,Apartment Complex,100,Star,10,Heed
1096,Detection,Overground,0.2,0.2,0.8,Apartment Complex,100,Mesh,50,Directed Diffusion
1097,Detection,Overground,0.2,0.8,0.2,Apartment Complex,100,Star,50,Heed
1098,Detection,Overground,0.2,0.2,0.8,Apartment Complex,100,Mesh,100,Directed Diffusion
1099,Detection,Overground,0.2,0.8,0.2,Apartment Complex,100,Star,100,Heed
1100,Detection,Overground,0.2,0.2,0.8,Apartment Complex,100,Mesh,10,Directed Diffusion
1101,Detection,Overground,0.2,0.8,0.2,Apartment Complex,100,Star,10,Heed
1102,Detection,Overground,0.2,0.2,0.8,Apartment Complex,100,Mesh,50,Directed Diffusion
1103,Detection,Overground,0.2,0.8,0.2,Apartment Complex,100,Star,50,Heed
1104,Detection,Overground,0.2,0.2,0.8,Apartment Complex,100,Mesh,100,Directed Diffusion
1105,Detection,Overground,0.2,0.8,0.2,Apartment Complex,100,Star,100,Heed
1106,Detection,Overground,0.2,0.8,0.2,Apartment Complex,100,Star,10,Heed
1107,Detection,Overground,0.2,0.2,0.8,Apartment Complex,100,Mesh,50,Directed Diffusion
1108,Detection,Overground,0.2,0.8,0.2,Apartment Complex,100,Star,50,Heed
1109,Detection,Overground,0.2,0.2,0.8,Apartment Complex,100,Mesh,100,Directed Diffusion
1110,Detection,Overground,0.2,0.8,0.2,Apartment Complex,100,Star,100,Heed
1111,Detection,Overground,0.2,0.2,0.8,Apartment Complex,100,Mesh,10,Directed Diffusion
1112,Detection,Overground,0.2,0.8,0.2,Apartment Complex,100,Star,10,Heed
1113,Detection,Overground,0.2,0.2,0.8,Apartment Complex,100,Mesh,50,Directed Diffusion
1114,Detection,Overground,0.2,0.8,0.2,Apartment Complex,100,Star,50,Heed
1115,Detection,Overground,0.2,0.2,0.8,Apartment Complex,100,Mesh,100,Directed Diffusion
1116,Detection,Overground,0.2,0.8,0.2,Apartment Complex,100,Star,100,Heed
1117,Detection,Overground,0.2,0.2,0.8,Apartment Complex,1000,Mesh,10,Directed Diffusion
1118,Detection,Overground,0.2,0.2,0.8,Apartment Complex,1000,Mesh,50,Directed Diffusion
1119,Detection,Overground,0.2,0.2,0.8,Apartment Complex,1000,Mesh,100,Directed Diffusion
1120,Detection,Overground,0.2,0.2,0.8,Apartment Complex,1000,Mesh,10,Directed Diffusion
1121,Detection,Overground,0.2,0.2,0.8,Apartment Complex,1000,Mesh,10,Directed Diffusion
1122,Detection,Overground,0.2,0.2,0.8,Apartment Complex,1000,Mesh,10,Directed Diffusion
1123,Detection,Overground,0.2,0.2,0.8,City Block,100,Mesh,10,Directed Diffusion
1124,Detection,Overground,0.2,0.2,0.8,City Block,100,Mesh,50,Directed Diffusion
1125,Detection,Overground,0.2,0.2,0.8,City Block,100,Mesh,100,Directed Diffusion
1126,Detection,Overground,0.2,0.2,0.8,City Block,100,Mesh,10,Directed Diffusion
1127,Detection,Overground,0.2,0.2,0.8,City Block,100,Mesh,10,Directed Diffusion
1128,Detection,Overground,0.2,0.2,0.8,City Block,100,Mesh,10,Directed Diffusion
1129,Detection,Overground,0.2,0.2,0.8,City Block,1000,Mesh,10,Directed Diffusion
1130,Detection,Overground,0.2,0.2,0.8,City Block,1000,Mesh,50,Directed Diffusion
1131,Detection,Overground,0.2,0.2,0.8,City Block,1000,Mesh,100,Directed Diffusion
1132,Detection,Overground,0.2,0.2,0.8,City Block,1000,Mesh,10,Directed Diffusion
1133,Detection,Overground,0.2,0.2,0.8,City Block,1000,Mesh,10,Directed Diffusion
1134,Detection,Overground,0.2,0.2,0.8,City Block,1000,Mesh,10,Directed Diffusion
1135,Detection,Overground,0.2,0.2,0.8,City,100,Mesh,10,Directed Diffusion
1136,Detection,Overground,0.2,0.2,0.8,City,100,Mesh,50,Directed Diffusion
1137,Detection,Overground,0.2,0.2,0.8,City,100,Mesh,100,Directed Diffusion
1138,Detection,Overground,0.2,0.2,0.8,City,100,Mesh,10,Directed Diffusion
1139,Detection,Overground,0.2,0.2,0.8,City,100,Mesh,10,Directed Diffusion
1140,Detection,Overground,0.2,0.2,0.8,City,100,Mesh,10,Directed Diffusion
1141,Detection,Overground,0.2,0.2,0.8,City,1000,Mesh,10,Directed Diffusion
1142,Detection,Overground,0.2,0.2,0.8,City,1000,Mesh,50,Directed Diffusion
1143,Detection,Overground,0.2,0.2,0.8,City,1000,Mesh,100,Directed Diffusion
1144,Detection,Overground,0.2,0.2,0.8,City,1000,Mesh,10,Directed Diffusion
1145,Detection,Overground,0.2,0.2,0.8,City,1000,Mesh,10,Directed Diffusion
1146,Detection,Overground,0.2,0.2,0.8,City,1000,Mesh,10,Directed Diffusion
1147,Detection,Overground,0.2,0.2,0.8,Region,100,Mesh,10,Directed Diffusion
1148,Detection,Overground,0.2,0.2,0.8,Region,100,Mesh,50,Directed Diffusion
1149,Detection,Overground,0.2,0.2,0.8,Region,100,Mesh,100,Directed Diffusion
1150,Detection,Overground,0.2,0.2,0.8,Region,100,Mesh,10,Directed Diffusion
1151,Detection,Overground,0.2,0.2,0.8,Region,100,Mesh,10,Directed Diffusion
1152,Detection,Overground,0.2,0.2,0.8,Region,100,Mesh,10,Directed Diffusion
1153,Detection,Overground,0.2,0.2,0.8,Region,1000,Mesh,10,Directed Diffusion
1154,Detection,Overground,0.2,0.2,0.8,Region,1000,Mesh,50,Directed Diffusion
1155,Detection,Overground,0.2,0.2,0.8,Region,1000,Mesh,100,Directed Diffusion
1156,Detection,Overground,0.2,0.2,0.8,Region,1000,Mesh,10,Directed Diffusion
1157,Detection,Overground,0.2,0.2,0.8,Region,1000,Mesh,10,Directed Diffusion
1158,Detection,Overground,0.2,0.2,0.8,Region,1000,Mesh,10,Directed Diffusion
1159,Detection,Overground,0.2,0.2,0.8,Ocean,100,Mesh,10,Directed Diffusion
1160,Detection,Overground,0.2,0.2,0.8,Ocean,100,Mesh,50,Directed Diffusion
1161,Detection,Overground,0.2,0.2,0.8,Ocean,100,Mesh,100,Directed Diffusion
1162,Detection,Overground,0.2,0.2,0.8,Ocean,100,Mesh,10,Directed Diffusion
1163,Detection,Overground,0.2,0.2,0.8,Ocean,100,Mesh,10,Directed Diffusion
1164,Detection,Overground,0.2,0.2,0.8,Ocean,100,Mesh,10,Directed Diffusion
1165,Detection,Overground,0.2,0.2,0.8,Ocean,1000,Mesh,10,Directed Diffusion
1166,Detection,Overground,0.2,0.2,0.8,Ocean,1000,Mesh,50,Directed Diffusion
1167,Detection,Overground,0.2,0.2,0.8,Ocean,1000,Mesh,100,Directed Diffusion
1168,Detection,Overground,0.2,0.2,0.8,Ocean,1000,Mesh,10,Directed Diffusion
1169,Detection,Overground,0.2,0.2,0.8,Ocean,1000,Mesh,10,Directed Diffusion
1170,Detection,Overground,0.2,0.2,0.8,Ocean,1000,Mesh,10,Directed Diffusion
1171,Detection,Overground,0.2,0.2,0.8,Object,100,Mesh,10,Directed Diffusion
1172,Detection,Overground,0.2,0.2,0.8,Object,100,Mesh,50,Directed Diffusion
1173,Detection,Overground,0.2,0.2,0.8,Object,100,Mesh,100,Directed Diffusion
1174,Detection,Overground,0.2,0.2,0.8,Object,100,Mesh,10,Directed Diffusion
1175,Detection,Overground,0.2,0.2,0.8,Object,100,Mesh,10,Directed Diffusion
1176,Detection,Overground,0.2,0.2,0.8,Object,100,Mesh,10,Directed Diffusion
1177,Detection,Overground,0.2,0.2,0.8,Object,1000,Mesh,10,Directed Diffusion
1178,Detection,Overground,0.2,0.2,0.8,Object,1000,Mesh,50,Directed Diffusion
1179,Detection,Overground,0.2,0.2,0.8,Object,1000,Mesh,100,Directed Diffusion
1180,Detection,Overground,0.2,0.2,0.8,Object,1000,Mesh,10,Directed Diffusion
1181,Detection,Overground,0.2,0.2,0.8,Object,1000,Mesh,10,Directed Diffusion
1182,Detection,Overground,0.2,0.2,0.8,Object,1000,Mesh,10,Directed Diffusion
1183,Detection,Underground,0.2,0.2,0.8,Room,10,Star,10,Leach
1184,Detection,Underground,0.2,0.8,0.2,Room,10,Star,10,Leach
1185,Detection,Underground,0.8,0.2,0.2,Room,10,Star,10,Leach
1186,Detection,Underground,0.2,0.2,0.8,Room,10,Star,50,Leach
1187,Detection,Underground,0.2,0.8,0.2,Room,10,Star,50,Leach
1188,Detection,Underground,0.8,0.2,0.2,Room,10,Star,50,Leach
1189,Detection,Underground,0.2,0.2,0.8,Room,10,Star,100,Leach
1190,Detection,Underground,0.2,0.8,0.2,Room,10,Star,100,Leach
1191,Detection,Underground,0.8,0.2,0.2,Room,10,Star,100,Leach
1192,Detection,Underground,0.2,0.2,0.8,Room,10,Star,10,Leach
1193,Detection,Underground,0.2,0.2,0.8,Room,10,Star,10,Leach
1194,Detection,Underground,0.2,0.2,0.8,Room,10,Star,10,Leach
1195,Detection,Underground,0.2,0.2,0.8,Room,10,Star,10,Leach
1196,Detection,Underground,0.2,0.2,0.8,Room,100,Star,10,Leach
1197,Detection,Underground,0.2,0.2,0.8,Room,100,Star,50,Leach
1198,Detection,Underground,0.2,0.2,0.8,Room,100,Star,100,Leach
1199,Detection,Underground,0.2,0.2,0.8,Room,100,Star,10,Leach
1200,Detection,Underground,0.2,0.2,0.8,Room,100,Star,10,Leach
1201,Detection,Underground,0.2,0.2,0.8,Room,100,Star,10,Leach
1202,Detection,Underground,0.2,0.2,0.8,Room,100,Star,10,Leach
1203,Detection,Underground,0.8,0.2,0.2,Room,1000,Star,10,Heed
1204,Detection,Underground,0.8,0.2,0.2,Room,1000,Star,50,Heed
1205,Detection,Underground,0.8,0.2,0.2,Room,1000,Star,100,Heed
1206,Detection,Underground,0.8,0.2,0.2,Room,1000,Star,10,Heed
1207,Detection,Underground,0.8,0.2,0.2,Room,1000,Star,10,Heed
1208,Detection,Underground,0.8,0.2,0.2,Room,1000,Star,10,Heed
1209,Detection,Underground,0.8,0.2,0.2,Room,1000,Star,10,Heed
1210,Detection,Underground,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
1211,Detection,Underground,0.2,0.8,0.2,Apartment Complex,10,Star,10,Heed
1212,Detection,Underground,0.8,0.2,0.2,Apartment Complex,10,Star,10,Heed
1213,Detection,Underground,0.2,0.2,0.8,Apartment Complex,10,Star,50,Heed
1214,Detection,Underground,0.2,0.8,0.2,Apartment Complex,10,Star,50,Heed
1215,Detection,Underground,0.8,0.2,0.2,Apartment Complex,10,Star,50,Heed
1216,Detection,Underground,0.2,0.2,0.8,Apartment Complex,10,Star,100,Heed
1217,Detection,Underground,0.2,0.8,0.2,Apartment Complex,10,Star,100,Heed
1218,Detection,Underground,0.8,0.2,0.2,Apartment Complex,10,Star,100,Heed
1219,Detection,Underground,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
1220,Detection,Underground,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
1221,Detection,Underground,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
1222,Detection,Underground,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
1223,Detection,Underground,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
1224,Detection,Underground,0.2,0.8,0.2,Apartment Complex,100,Star,10,Heed
1225,Detection,Underground,0.8,0.2,0.2,Apartment Complex,100,Star,10,Heed
1226,Detection,Underground,0.2,0.2,0.8,Apartment Complex,100,Star,50,Heed
1227,Detection,Underground,0.2,0.8,0.2,Apartment Complex,100,Star,50,Heed
1228,Detection,Underground,0.8,0.2,0.2,Apartment Complex,100,Star,50,Heed
1229,Detection,Underground,0.2,0.2,0.8,Apartment Complex,100,Star,100,Heed
1230,Detection,Underground,0.2,0.8,0.2,Apartment Complex,100,Star,100,Heed
1231,Detection,Underground,0.8,0.2,0.2,Apartment Complex,100,Star,100,Heed
1232,Detection,Underground,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
1233,Detection,Underground,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
1234,Detection,Underground,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
1235,Detection,Underground,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
1236,Detection,Underwater Surface,0.2,0.2,0.8,Room,10,Star,10,Heed
1237,Detection,Underwater Surface,0.2,0.8,0.2,Room,10,Star,10,Heed
1238,Detection,Underwater Surface,0.8,0.2,0.2,Room,10,Star,10,Heed
1239,Detection,Underwater Surface,0.2,0.2,0.8,Room,10,Star,50,Heed
1240,Detection,Underwater Surface,0.2,0.8,0.2,Room,10,Star,50,Heed
1241,Detection,Underwater Surface,0.8,0.2,0.2,Room,10,Star,50,Heed
1242,Detection,Underwater Surface,0.2,0.2,0.8,Room,10,Star,100,Heed
1243,Detection,Underwater Surface,0.2,0.8,0.2,Room,10,Star,100,Heed
1244,Detection,Underwater Surface,0.8,0.2,0.2,Room,10,Star,100,Heed
1245,Detection,Underwater Surface,0.2,0.2,0.8,Room,10,Star,10,Heed
1246,Detection,Underwater Surface,0.2,0.2,0.8,Room,10,Star,10,Heed
1247,Detection,Underwater Surface,0.2,0.2,0.8,Room,10,Star,10,Heed
1248,Detection,Underwater Surface,0.2,0.2,0.8,Room,10,Star,10,Heed
1249,Detection,Underwater Surface,0.2,0.2,0.8,Room,100,Star,10,Leach
1250,Detection,Underwater Surface,0.8,0.2,0.2,Room,100,Star,10,Heed
1251,Detection,Underwater Surface,0.2,0.2,0.8,Room,100,Star,50,Leach
1252,Detection,Underwater Surface,0.8,0.2,0.2,Room,100,Star,50,Heed
1253,Detection,Underwater Surface,0.2,0.2,0.8,Room,100,Star,100,Leach
1254,Detection,Underwater Surface,0.8,0.2,0.2,Room,100,Star,100,Heed
1255,Detection,Underwater Surface,0.2,0.2,0.8,Room,100,Star,10,Leach
1256,Detection,Underwater Surface,0.2,0.2,0.8,Room,100,Star,10,Leach
1257,Detection,Underwater Surface,0.2,0.2,0.8,Room,100,Star,10,Leach
1258,Detection,Underwater Surface,0.2,0.2,0.8,Room,100,Star,10,Leach
1259,Detection,Underwater Surface,0.8,0.2,0.2,Room,1000,Star,10,Heed
1260,Detection,Underwater Surface,0.8,0.2,0.2,Room,1000,Star,50,Heed
1261,Detection,Underwater Surface,0.8,0.2,0.2,Room,1000,Star,100,Heed
1262,Detection,Underwater Surface,0.8,0.2,0.2,Room,1000,Star,10,Heed
1263,Detection,Underwater Surface,0.8,0.2,0.2,Room,1000,Star,10,Heed
1264,Detection,Underwater Surface,0.8,0.2,0.2,Room,1000,Star,10,Heed
1265,Detection,Underwater Surface,0.8,0.2,0.2,Room,1000,Star,10,Heed
1266,Detection,Underwater Surface,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
1267,Detection,Underwater Surface,0.2,0.8,0.2,Apartment Complex,10,Star,10,Heed
1268,Detection,Underwater Surface,0.8,0.2,0.2,Apartment Complex,10,Star,10,Heed
1269,Detection,Underwater Surface,0.2,0.2,0.8,Apartment Complex,10,Star,50,Heed
1270,Detection,Underwater Surface,0.2,0.8,0.2,Apartment Complex,10,Star,50,Heed
1271,Detection,Underwater Surface,0.8,0.2,0.2,Apartment Complex,10,Star,50,Heed
1272,Detection,Underwater Surface,0.2,0.2,0.8,Apartment Complex,10,Star,100,Heed
1273,Detection,Underwater Surface,0.2,0.8,0.2,Apartment Complex,10,Star,100,Heed
1274,Detection,Underwater Surface,0.8,0.2,0.2,Apartment Complex,10,Star,100,Heed
1275,Detection,Underwater Surface,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
1276,Detection,Underwater Surface,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
1277,Detection,Underwater Surface,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
1278,Detection,Underwater Surface,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
1279,Detection,Underwater Surface,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
1280,Detection,Underwater Surface,0.2,0.8,0.2,Apartment Complex,100,Star,10,Heed
1281,Detection,Underwater Surface,0.8,0.2,0.2,Apartment Complex,100,Star,10,Heed
1282,Detection,Underwater Surface,0.2,0.2,0.8,Apartment Complex,100,Star,50,Heed
1283,Detection,Underwater Surface,0.2,0.8,0.2,Apartment Complex,100,Star,50,Heed
1284,Detection,Underwater Surface,0.8,0.2,0.2,Apartment Complex,100,Star,50,Heed
1285,Detection,Underwater Surface,0.2,0.2,0.8,Apartment Complex,100,Star,100,Heed
1286,Detection,Underwater Surface,0.2,0.8,0.2,Apartment Complex,100,Star,100,Heed
1287,Detection,Underwater Surface,0.8,0.2,0.2,Apartment Complex,100,Star,100,Heed
1288,Detection,Underwater Surface,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
1289,Detection,Underwater Surface,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
1290,Detection,Underwater Surface,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
1291,Detection,Underwater Surface,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
1292,Detection,Underwater Surface,0.8,0.2,0.2,Apartment Complex,1000,Star,10,Heed
1293,Detection,Underwater Surface,0.8,0.2,0.2,Apartment Complex,1000,Star,50,Heed
1294,Detection,Underwater Surface,0.8,0.2,0.2,Apartment Complex,1000,Star,100,Heed
1295,Detection,Underwater Surface,0.8,0.2,0.2,Apartment Complex,1000,Star,10,Heed
1296,Detection,Underwater Surface,0.8,0.2,0.2,Apartment Complex,1000,Star,10,Heed
1297,Detection,Underwater Surface,0.8,0.2,0.2,Apartment Complex,1000,Star,10,Heed
1298,Detection,Underwater Surface,0.8,0.2,0.2,Apartment Complex,1000,Star,10,Heed
1299,Detection,Underwater Surface,0.8,0.2,0.2,City Block,10,Star,10,Heed
1300,Detection,Underwater Surface,0.8,0.2,0.2,City Block,10,Star,50,Heed
1301,Detection,Underwater Surface,0.8,0.2,0.2,City Block,10,Star,100,Heed
1302,Detection,Underwater Surface,0.8,0.2,0.2,City Block,10,Star,10,Heed
1303,Detection,Underwater Surface,0.8,0.2,0.2,City Block,10,Star,10,Heed
1304,Detection,Underwater Surface,0.8,0.2,0.2,City Block,10,Star,10,Heed
1305,Detection,Underwater Surface,0.8,0.2,0.2,City Block,10,Star,10,Heed
1306,Detection,Underwater Surface,0.8,0.2,0.2,City Block,100,Star,10,Heed
1307,Detection,Underwater Surface,0.8,0.2,0.2,City Block,100,Star,50,Heed
1308,Detection,Underwater Surface,0.8,0.2,0.2,City Block,100,Star,100,Heed
1309,Detection,Underwater Surface,0.8,0.2,0.2,City Block,100,Star,10,Heed
